1.73, 1.62, 1.61
3.64, 3.61, 3.58
5.54, 5.53, 5.54
7.44, 7.38, 7.46
9.34, 9.3, 9.35
11.37, 11.21, 11.31
13.11, 13.21, 13.14
15.07, 15.04, 15.03
16.9, 16.9, 16.84
18.81, 18.73, 18.78
