1.41, 1.46, 1.48
3.39, 3.44, 3.44
5.38, 5.35, 5.31
7.24, 7.27, 7.25
9.08, 9.11, 9.16
11.1, 11.12, 11.07
13.04, 13.04, 13.11
14.98, 15.04, 14.94
16.84, 16.87, 16.93
18.84, 18.68, 18.71
