1.81, 1.78, 1.77
3.87, 3.73, 3.71
5.57, 5.62, 5.64
7.51, 7.5, 7.41
9.44, 9.39, 9.38
11.2, 11.34, 11.3
13.17, 13.21, 13.21
15.09, 15.05, 15.11
17.05, 16.97, 16.88
18.91, 19.01, 18.88
