2.33, 0.5, 0.5, 0.5, 0.5
5.59, 0.9, 0.9, 0.9, 0.9
6.82, 3.1, 2.6, 3.3, 3.1
7.48, 9.1, 7.9, 7.8, 4.4
8.20, 1.4, 1.7, 1.8, 1.7
9.01, 0.6, 0.7, 0.6, 0.6
10.55, 0.4, 0.4, 0.3, 0.2
13.17, 0.1, 0.1, 0.1, 0.1
