1.63, 1.64, 1.6
3.54, 3.52, 3.53
5.54, 5.4, 5.47
7.28, 7.32, 7.26
9.31, 9.28, 9.29
11.25, 11.28, 11.24
13.11, 13.07, 13.04
15.04, 14.91, 14.98
16.9, 16.67, 19.96
18.95, 18.76, 18.94
