1.91, 1.90, 1.88
3.81, 3.75, 3.75
5.72, 5.75, 5.69
7.60, 7.62, 7.62
9.53, 9.50, 9.50
11.44, 11.40, 11.47
13.41, 13.31, 13.25
15.38, 15.15, 15.25
17.16, 17.16, 17.12
19.07, 19.06, 19.06
