97.52
97.60
97.72
98.52
97.59
98.16
97.52
97.45
97.71
97.37
97.50
97.68
97.56
97.85
97.57
97.64
97.65
98.98
98.25
97.40
97.44
97.66
97.98
97.78
97.93
97.50
97.49
98.01
97.98
97.40
97.12
97.42
97.68
98.75
97.38
97.58
98.18
97.46
97.77
98.09
97.30
97.96
97.76
97.85
97.55
98.22
97.70
97.24
97.36
97.22
