17.4, 55.3, 0.1, 0.1, 3.18, 0.02
12.6, 39.4, 0.1, 0.1, 3.13, 0.03
9.95, 31.1, 0.05, 0.1, 3.13, 0.02
9.58, 29.8, 0.05, 0.1, 3.11, 0.02
5.87, 18.3, 0.05, 0.1, 3.12, 0.01
